Car_id,Company,Model
C_CND_018901,Dodge,Durango
C_CND_018902,Chevrolet,Corvette
C_CND_018903,Oldsmobile,Silhouette
C_CND_018904,Jeep,Grand Cherokee
C_CND_018905,Chevrolet,Lumina
C_CND_018906,Toyota,RAV4
C_CND_018907,Lincoln,Town car
C_CND_018908,Volvo,S70
C_CND_018909,Saturn,SC
C_CND_018910,Lexus,LX470
C_CND_018911,Lexus,GS400
C_CND_018912,Mercedes-B,CLK Coupe
C_CND_018913,Dodge,Ram Pickup
C_CND_018914,Nissan,Frontier
C_CND_018915,Subaru,Forester
C_CND_018916,Jaguar,S-Type
C_CND_018917,Volvo,S40
C_CND_018918,Acura,TL
C_CND_018919,BMW,328i
C_CND_018920,Dodge,Stratus
C_CND_018921,Mitsubishi,Montero Sport
C_CND_018922,Pontiac,Sunfire
C_CND_018923,Oldsmobile,Bravada
C_CND_018924,Audi,A4
C_CND_018925,Acura,RL
C_CND_018926,Volvo,S70
C_CND_018927,Lexus,GS300
C_CND_018928,Mercury,Grand Marquis
C_CND_018929,Ford,Ranger
C_CND_018930,Volvo,S70
C_CND_018931,Mercedes-B,CLK Coupe
C_CND_018932,Honda,Civic
C_CND_018933,Chevrolet,Prizm
C_CND_018934,Mitsubishi,Mirage
C_CND_018935,Nissan,Pathfinder
C_CND_018936,Dodge,Ram Wagon
C_CND_018937,BMW,328i
C_CND_018938,Cadillac,Catera
C_CND_018939,Toyota,Corolla
C_CND_018940,Mitsubishi,Diamante
C_CND_018941,Mercury,Sable
C_CND_018942,Lexus,LX470
C_CND_018943,Chevrolet,Cavalier
C_CND_018944,Mercury,Mountaineer
C_CND_018945,Volkswagen,GTI
C_CND_018946,Mercury,Grand Marquis
C_CND_018947,Oldsmobile,Intrigue
C_CND_018948,Volkswagen,Passat
C_CND_018949,Plymouth,Breeze
C_CND_018950,Toyota,Avalon
C_CND_018951,Volvo,S80
C_CND_018952,Plymouth,Breeze
C_CND_018953,Mercedes-B,S-Class
C_CND_018954,Dodge,Ram Pickup
C_CND_018955,Dodge,Durango
C_CND_018956,Mitsubishi,Eclipse
C_CND_018957,Toyota,Corolla
C_CND_018958,Mercury,Mystique
C_CND_018959,Chevrolet,Prizm
C_CND_018960,Lexus,LS400
C_CND_018961,Toyota,Camry
C_CND_018962,Mitsubishi,3000GT
C_CND_018963,Cadillac,Eldorado
C_CND_018964,Jeep,Grand Cherokee
C_CND_018965,Chrysler,300M
C_CND_018966,Volkswagen,Beetle
C_CND_018967,Ford,F-Series
C_CND_018968,Chevrolet,Cavalier
C_CND_018969,Nissan,Frontier
C_CND_018970,Chrysler,Concorde
C_CND_018971,Dodge,Durango
C_CND_018972,Honda,Passport
C_CND_018973,Volkswagen,Jetta
C_CND_018974,Oldsmobile,Intrigue
C_CND_018975,Jeep,Wrangler
C_CND_018976,Nissan,Sentra
C_CND_018977,Honda,Civic
C_CND_018978,Chevrolet,Metro
C_CND_018979,Mercedes-B,CL500
C_CND_018980,Volkswagen,Jetta
C_CND_018981,Chrysler,300M
C_CND_018982,Mercury,Mystique
C_CND_018983,Lexus,GS400
C_CND_018984,Ford,Expedition
C_CND_018985,Chevrolet,Prizm
C_CND_018986,Saab,3-Sep
C_CND_018987,Cadillac,Seville
C_CND_018988,Saturn,LW
C_CND_018989,Dodge,Durango
C_CND_018990,Mitsubishi,3000GT
C_CND_018991,Chevrolet,Monte Carlo
C_CND_018992,Dodge,Durango
C_CND_018993,Lexus,GS400
C_CND_018994,BMW,528i
C_CND_018995,Chevrolet,Camaro
C_CND_018996,Cadillac,Escalade
C_CND_018997,Dodge,Ram Wagon
C_CND_018998,Subaru,Outback
C_CND_018999,Honda,Accord
C_CND_019000,Mitsubishi,Montero
C_CND_019001,Ford,Explorer
C_CND_019002,Acura,RL
C_CND_019003,Volvo,S40
C_CND_019004,Mitsubishi,Montero Sport
C_CND_019005,Volvo,C70
C_CND_019006,Oldsmobile,Silhouette
C_CND_019007,Infiniti,I30
C_CND_019008,Dodge,Ram Van
C_CND_019009,Ford,Expedition
C_CND_019010,Dodge,Intrepid
C_CND_019011,Nissan,Pathfinder
C_CND_019012,Mercedes-B,SLK230
C_CND_019013,Nissan,Maxima
C_CND_019014,Lexus,LS400
C_CND_019015,Mercedes-B,SLK
C_CND_019016,Audi,A6
C_CND_019017,Volvo,S40
C_CND_019018,Dodge,Ram Pickup
C_CND_019019,Dodge,Ram Van
C_CND_019020,Volkswagen,Cabrio
C_CND_019021,Volvo,S40
C_CND_019022,Mitsubishi,Montero
C_CND_019023,Chrysler,Sebring Coupe
C_CND_019024,BMW,328i
C_CND_019025,Chevrolet,Metro
C_CND_019026,Nissan,Frontier
C_CND_019027,Ford,Expedition
C_CND_019028,Toyota,Land Cruiser
C_CND_019029,Lexus,ES300
C_CND_019030,Ford,F-Series
C_CND_019031,Acura,RL
C_CND_019032,Mercury,Villager
C_CND_019033,Chevrolet,Prizm
C_CND_019034,Toyota,Tacoma
C_CND_019035,Toyota,Tacoma
C_CND_019036,Jaguar,S-Type
C_CND_019037,Chrysler,Sebring Coupe
C_CND_019038,Nissan,Xterra
C_CND_019039,Ford,Expedition
C_CND_019040,BMW,323i
C_CND_019041,Ford,Mustang
C_CND_019042,Mercury,Cougar
C_CND_019043,Mercedes-B,SLK
C_CND_019044,Dodge,Durango
C_CND_019045,Toyota,RAV4
C_CND_019046,Infiniti,I30
C_CND_019047,Saturn,LW
C_CND_019048,Acura,TL
C_CND_019049,Volkswagen,Jetta
C_CND_019050,Volkswagen,Jetta
C_CND_019051,Volkswagen,Jetta
C_CND_019052,Chevrolet,Prizm
C_CND_019053,Subaru,Forester
C_CND_019054,Cadillac,Seville
C_CND_019055,Mercedes-B,SLK
C_CND_019056,Volkswagen,Passat
C_CND_019057,Hyundai,Sonata
C_CND_019058,Porsche,Carrera Coupe
C_CND_019059,Lincoln,Continental
C_CND_019060,Nissan,Pathfinder
C_CND_019061,Ford,Ranger
C_CND_019062,Lexus,LS400
C_CND_019063,Chevrolet,Lumina
C_CND_019064,Lincoln,Continental
C_CND_019065,Porsche,Carrera Cabrio
C_CND_019066,Mercedes-B,CL500
C_CND_019067,Chevrolet,Metro
C_CND_019068,Chevrolet,Lumina
C_CND_019069,Lexus,LS400
C_CND_019070,Oldsmobile,Silhouette
C_CND_019071,Lexus,LS400
C_CND_019072,Audi,A6
C_CND_019073,Lexus,LX470
C_CND_019074,BMW,528i
C_CND_019075,Plymouth,Neon
C_CND_019076,Mitsubishi,Diamante
C_CND_019077,Pontiac,Bonneville
C_CND_019078,Toyota,RAV4
C_CND_019079,Mercedes-B,SLK
C_CND_019080,Ford,Windstar
C_CND_019081,Volvo,S40
C_CND_019082,Toyota,Sienna
C_CND_019083,Lincoln,Continental
C_CND_019084,Ford,Taurus
C_CND_019085,Chrysler,Concorde
C_CND_019086,Acura,TL
C_CND_019087,Mitsubishi,Diamante
C_CND_019088,Pontiac,Sunfire
C_CND_019089,Mercedes-B,E-Class
C_CND_019090,Ford,Taurus
C_CND_019091,Toyota,Camry
C_CND_019092,Lexus,LS400
C_CND_019093,Chevrolet,Lumina
C_CND_019094,Mercedes-B,CLK Coupe
C_CND_019095,Oldsmobile,Silhouette
C_CND_019096,Ford,Explorer
C_CND_019097,Ford,Windstar
C_CND_019098,Pontiac,Grand Am
C_CND_019099,Chrysler,Sebring Coupe
C_CND_019100,Saturn,LS
C_CND_019101,Chevrolet,Metro
C_CND_019102,Chrysler,Concorde
C_CND_019103,Pontiac,Grand Prix
C_CND_019104,Chevrolet,Cavalier
C_CND_019105,Volvo,C70
C_CND_019106,Toyota,Camry
C_CND_019107,Mitsubishi,Montero Sport
C_CND_019108,Volkswagen,Jetta
C_CND_019109,Infiniti,I30
C_CND_019110,Nissan,Altima
C_CND_019111,Audi,A6
C_CND_019112,Chrysler,LHS
C_CND_019113,BMW,528i
C_CND_019114,Volkswagen,Passat
C_CND_019115,Volkswagen,GTI
C_CND_019116,Plymouth,Neon
C_CND_019117,Chevrolet,Impala
C_CND_019118,Dodge,Durango
C_CND_019119,Oldsmobile,Bravada
C_CND_019120,Mercury,Cougar
C_CND_019121,Oldsmobile,Silhouette
C_CND_019122,Volkswagen,GTI
C_CND_019123,Acura,TL
C_CND_019124,Nissan,Frontier
C_CND_019125,Ford,Focus
C_CND_019126,Toyota,Sienna
C_CND_019127,Plymouth,Prowler
C_CND_019128,Dodge,Caravan
C_CND_019129,Cadillac,Eldorado
C_CND_019130,Mercedes-B,SLK
C_CND_019131,Dodge,Ram Pickup
C_CND_019132,Dodge,Ram Pickup
C_CND_019133,Mitsubishi,3000GT
C_CND_019134,Toyota,Sienna
C_CND_019135,Acura,RL
C_CND_019136,Volvo,S40
C_CND_019137,Jeep,Grand Cherokee
C_CND_019138,Chevrolet,Malibu
C_CND_019139,Jeep,Wrangler
C_CND_019140,Ford,Explorer
C_CND_019141,Chevrolet,Cavalier
C_CND_019142,Dodge,Viper
C_CND_019143,Lexus,GS300
C_CND_019144,Lincoln,Town car
C_CND_019145,Toyota,4Runner
C_CND_019146,Ford,F-Series
C_CND_019147,Acura,RL
C_CND_019148,Saab,3-Sep
C_CND_019149,Lincoln,Navigator
C_CND_019150,Buick,Century
C_CND_019151,Mercury,Villager
C_CND_019152,Dodge,Ram Pickup
C_CND_019153,Chrysler,Sebring Conv.
C_CND_019154,Hyundai,Sonata
C_CND_019155,Oldsmobile,Aurora
C_CND_019156,Chrysler,LHS
C_CND_019157,Mercury,Mountaineer
C_CND_019158,Lexus,ES300
C_CND_019159,Ford,F-Series
C_CND_019160,Plymouth,Breeze
C_CND_019161,Subaru,Forester
C_CND_019162,Buick,Regal
C_CND_019163,Honda,Accord
C_CND_019164,Jaguar,S-Type
C_CND_019165,Subaru,Forester
C_CND_019166,Chrysler,300M
C_CND_019167,Volvo,S40
C_CND_019168,Pontiac,Bonneville
C_CND_019169,Pontiac,Sunfire
C_CND_019170,Lincoln,Continental
C_CND_019171,BMW,528i
C_CND_019172,Ford,Ranger
C_CND_019173,Honda,Accord
C_CND_019174,Volkswagen,Passat
C_CND_019175,Dodge,Ram Pickup
C_CND_019176,Mitsubishi,Diamante
C_CND_019177,Infiniti,I30
C_CND_019178,Saturn,SC
C_CND_019179,Toyota,Camry
C_CND_019180,Mitsubishi,3000GT
C_CND_019181,Chevrolet,Corvette
C_CND_019182,Chrysler,LHS
C_CND_019183,Hyundai,Sonata
C_CND_019184,Oldsmobile,Cutlass
C_CND_019185,Toyota,Land Cruiser
C_CND_019186,Plymouth,Breeze
C_CND_019187,Ford,Contour
C_CND_019188,Porsche,Carrera Coupe
C_CND_019189,Mitsubishi,3000GT
C_CND_019190,Lexus,LX470
C_CND_019191,BMW,528i
C_CND_019192,Ford,Explorer
C_CND_019193,Audi,A6
C_CND_019194,Chrysler,Sebring Coupe
C_CND_019195,Dodge,Ram Van
C_CND_019196,Chevrolet,Prizm
C_CND_019197,Plymouth,Voyager
C_CND_019198,Toyota,Land Cruiser
C_CND_019199,Oldsmobile,Silhouette
C_CND_019200,Mercedes-B,S-Class
C_CND_019201,Audi,A6
C_CND_019202,Mercury,Sable
C_CND_019203,Dodge,Viper
C_CND_019204,Mercedes-B,E-Class
C_CND_019205,Volvo,C70
C_CND_019206,Chrysler,LHS
C_CND_019207,Saturn,LW
C_CND_019208,Mitsubishi,3000GT
C_CND_019209,Cadillac,Eldorado
C_CND_019210,Jeep,Grand Cherokee
C_CND_019211,Chrysler,300M
C_CND_019212,Dodge,Caravan
C_CND_019213,Ford,F-Series
C_CND_019214,Chevrolet,Cavalier
C_CND_019215,Nissan,Frontier
C_CND_019216,Ford,Mustang
C_CND_019217,Lincoln,Navigator
C_CND_019218,Volkswagen,Beetle
C_CND_019219,BMW,328i
C_CND_019220,Ford,Focus
C_CND_019221,Buick,Park Avenue
C_CND_019222,Volkswagen,Passat
C_CND_019223,Cadillac,Eldorado
C_CND_019224,Dodge,Ram Wagon
C_CND_019225,Chrysler,Concorde
C_CND_019226,Volvo,C70
C_CND_019227,Oldsmobile,Silhouette
C_CND_019228,Mitsubishi,3000GT
C_CND_019229,Chrysler,300M
C_CND_019230,Toyota,RAV4
C_CND_019231,Mitsubishi,Montero Sport
C_CND_019232,Mitsubishi,Eclipse
C_CND_019233,Chevrolet,Camaro
C_CND_019234,Mercury,Cougar
C_CND_019235,Audi,A6
C_CND_019236,Mitsubishi,3000GT
C_CND_019237,Mercedes-B,SLK230
C_CND_019238,Honda,Accord
C_CND_019239,Honda,Civic
C_CND_019240,Jaguar,S-Type
C_CND_019241,Saturn,SC
C_CND_019242,Mercury,Cougar
C_CND_019243,Chevrolet,Prizm
C_CND_019244,Mitsubishi,Montero Sport
C_CND_019245,Dodge,Durango
C_CND_019246,Porsche,Carrera Coupe
C_CND_019247,Volkswagen,Jetta
C_CND_019248,Oldsmobile,Intrigue
C_CND_019249,Jeep,Wrangler
C_CND_019250,Nissan,Sentra
C_CND_019251,Pontiac,Sunfire
C_CND_019252,Toyota,Land Cruiser
C_CND_019253,Volkswagen,Jetta
C_CND_019254,Dodge,Durango
C_CND_019255,Lincoln,Continental
C_CND_019256,Mitsubishi,Eclipse
C_CND_019257,Chrysler,Sebring Coupe
C_CND_019258,Toyota,RAV4
C_CND_019259,Mercedes-B,SLK
C_CND_019260,Chevrolet,Prizm
C_CND_019261,Volvo,C70
C_CND_019262,Dodge,Ram Pickup
C_CND_019263,Audi,A6
C_CND_019264,Mitsubishi,Diamante
C_CND_019265,Dodge,Ram Wagon
C_CND_019266,Volkswagen,Jetta
C_CND_019267,Chrysler,Sebring Coupe
C_CND_019268,Chevrolet,Impala
C_CND_019269,Chevrolet,Metro
C_CND_019270,Chrysler,Concorde
C_CND_019271,Mitsubishi,Diamante
C_CND_019272,Acura,RL
C_CND_019273,Toyota,Sienna
C_CND_019274,Volvo,S40
C_CND_019275,Mitsubishi,Diamante
C_CND_019276,Volvo,V70
C_CND_019277,Nissan,Quest
C_CND_019278,Chrysler,LHS
C_CND_019279,Honda,Civic
C_CND_019280,Chevrolet,Metro
C_CND_019281,Volkswagen,Jetta
C_CND_019282,Nissan,Pathfinder
C_CND_019283,Lexus,ES300
C_CND_019284,Mitsubishi,Montero Sport
C_CND_019285,Mercedes-B,SLK
C_CND_019286,Chevrolet,Prizm
C_CND_019287,Dodge,Stratus
C_CND_019288,Nissan,Quest
C_CND_019289,Nissan,Pathfinder
C_CND_019290,Cadillac,Catera
C_CND_019291,Toyota,RAV4
C_CND_019292,Volkswagen,Jetta
C_CND_019293,Chrysler,Concorde
C_CND_019294,Oldsmobile,Silhouette
C_CND_019295,Volkswagen,Passat
C_CND_019296,Chevrolet,Corvette
C_CND_019297,Volkswagen,Golf
C_CND_019298,Dodge,Viper
C_CND_019299,Mercury,Grand Marquis
C_CND_019300,Porsche,Boxter
C_CND_019301,Honda,Accord
C_CND_019302,Nissan,Maxima
C_CND_019303,Dodge,Durango
C_CND_019304,Mercury,Grand Marquis
C_CND_019305,Chevrolet,Camaro
C_CND_019306,Honda,Odyssey
C_CND_019307,Ford,Ranger
C_CND_019308,Chrysler,Sebring Coupe
C_CND_019309,Dodge,Ram Pickup
C_CND_019310,Hyundai,Accent
C_CND_019311,Oldsmobile,Silhouette
C_CND_019312,Volkswagen,Jetta
C_CND_019313,Oldsmobile,Bravada
C_CND_019314,Infiniti,I30
C_CND_019315,Lincoln,Town car
C_CND_019316,Oldsmobile,Aurora
C_CND_019317,Mitsubishi,Diamante
C_CND_019318,Volkswagen,GTI
C_CND_019319,Chevrolet,Corvette
C_CND_019320,Audi,A6
C_CND_019321,Dodge,Viper
C_CND_019322,Nissan,Pathfinder
C_CND_019323,Porsche,Carrera Coupe
C_CND_019324,Dodge,Intrepid
C_CND_019325,Toyota,Tacoma
C_CND_019326,Subaru,Forester
C_CND_019327,Volvo,C70
C_CND_019328,Chevrolet,Metro
C_CND_019329,Jaguar,S-Type
C_CND_019330,Chrysler,Cirrus
C_CND_019331,Cadillac,Eldorado
C_CND_019332,Toyota,Land Cruiser
C_CND_019333,Honda,Accord
C_CND_019334,Toyota,4Runner
C_CND_019335,Subaru,Forester
C_CND_019336,Ford,Crown Victoria
C_CND_019337,Nissan,Xterra
C_CND_019338,Mercury,Mountaineer
C_CND_019339,Chevrolet,Malibu
C_CND_019340,Ford,Escort
C_CND_019341,Lexus,LX470
C_CND_019342,Lexus,GS400
C_CND_019343,Chevrolet,Prizm
C_CND_019344,Dodge,Stratus
C_CND_019345,Buick,Park Avenue
C_CND_019346,Subaru,Forester
C_CND_019347,Dodge,Durango
C_CND_019348,Ford,Expedition
C_CND_019349,Dodge,Ram Pickup
C_CND_019350,Volvo,S70
C_CND_019351,Volkswagen,Jetta
C_CND_019352,Pontiac,Bonneville
C_CND_019353,Mercedes-B,C-Class
C_CND_019354,BMW,323i
C_CND_019355,Mercedes-B,C-Class
C_CND_019356,Volkswagen,Jetta
C_CND_019357,Oldsmobile,Bravada
C_CND_019358,Chrysler,LHS
C_CND_019359,Subaru,Forester
C_CND_019360,BMW,323i
C_CND_019361,Mercedes-B,M-Class
C_CND_019362,Dodge,Viper
C_CND_019363,Ford,Expedition
C_CND_019364,Toyota,Tacoma
C_CND_019365,Lincoln,Continental
C_CND_019366,Dodge,Avenger
C_CND_019367,Nissan,Pathfinder
C_CND_019368,Volvo,S40
C_CND_019369,Toyota,Corolla
C_CND_019370,Porsche,Boxter
C_CND_019371,BMW,528i
C_CND_019372,Mitsubishi,Montero Sport
C_CND_019373,Volvo,S70
C_CND_019374,Nissan,Altima
C_CND_019375,Toyota,Celica
C_CND_019376,Porsche,Carrera Coupe
C_CND_019377,Audi,A6
C_CND_019378,Oldsmobile,Cutlass
C_CND_019379,Chevrolet,Corvette
C_CND_019380,Chevrolet,Impala
C_CND_019381,Dodge,Ram Pickup
C_CND_019382,Saab,3-Sep
C_CND_019383,Lincoln,Continental
C_CND_019384,Oldsmobile,Aurora
C_CND_019385,Ford,Ranger
C_CND_019386,Toyota,Land Cruiser
C_CND_019387,Toyota,Celica
C_CND_019388,Saturn,LS
C_CND_019389,Mercedes-B,E-Class
C_CND_019390,Chevrolet,Prizm
C_CND_019391,Chrysler,300M
C_CND_019392,Chrysler,LHS
C_CND_019393,Hyundai,Sonata
C_CND_019394,Buick,Park Avenue
C_CND_019395,Dodge,Ram Pickup
C_CND_019396,Ford,Expedition
C_CND_019397,Oldsmobile,Silhouette
C_CND_019398,Infiniti,I30
C_CND_019399,Dodge,Durango
C_CND_019400,Toyota,Celica
C_CND_019401,Volkswagen,Passat
C_CND_019402,Cadillac,Eldorado
C_CND_019403,Dodge,Ram Pickup
C_CND_019404,Dodge,Viper
C_CND_019405,Cadillac,Escalade
C_CND_019406,Oldsmobile,Silhouette
C_CND_019407,Dodge,Viper
C_CND_019408,Saturn,LS
C_CND_019409,Mercedes-B,E-Class
C_CND_019410,Pontiac,Grand Am
C_CND_019411,Saturn,LW
C_CND_019412,Honda,Passport
C_CND_019413,Volkswagen,Passat
C_CND_019414,Volvo,S40
C_CND_019415,Mercedes-B,CL500
C_CND_019416,Dodge,Viper
C_CND_019417,Volkswagen,Cabrio
C_CND_019418,Dodge,Dakota
C_CND_019419,Chrysler,300M
C_CND_019420,Ford,Explorer
C_CND_019421,Cadillac,Seville
C_CND_019422,Chevrolet,Malibu
C_CND_019423,Nissan,Pathfinder
C_CND_019424,Chrysler,Sebring Coupe
C_CND_019425,Chevrolet,Monte Carlo
C_CND_019426,Pontiac,Grand Am
C_CND_019427,Saturn,LW
C_CND_019428,Volkswagen,Golf
C_CND_019429,Mercury,Mountaineer
C_CND_019430,Nissan,Quest
C_CND_019431,Oldsmobile,Aurora
C_CND_019432,Mitsubishi,Galant
C_CND_019433,Pontiac,Bonneville
C_CND_019434,Plymouth,Voyager
C_CND_019435,Saab,5-Sep
C_CND_019436,Dodge,Caravan
C_CND_019437,Volkswagen,Passat
C_CND_019438,Volvo,S40
C_CND_019439,Mercedes-B,CL500
C_CND_019440,Dodge,Viper
C_CND_019441,Mitsubishi,Galant
C_CND_019442,Pontiac,Bonneville
C_CND_019443,Porsche,Carrera Coupe
C_CND_019444,Nissan,Quest
C_CND_019445,Mercury,Mountaineer
C_CND_019446,Oldsmobile,Silhouette
C_CND_019447,Toyota,RAV4
C_CND_019448,Dodge,Durango
C_CND_019449,Lincoln,Continental
C_CND_019450,Mitsubishi,Diamante
C_CND_019451,Toyota,Celica
C_CND_019452,Oldsmobile,Silhouette
C_CND_019453,Toyota,Celica
C_CND_019454,Chevrolet,Camaro
C_CND_019455,Mitsubishi,Montero Sport
C_CND_019456,Mercury,Grand Marquis
C_CND_019457,Lincoln,Continental
C_CND_019458,Mitsubishi,Diamante
C_CND_019459,Mercury,Mountaineer
C_CND_019460,Mitsubishi,Eclipse
C_CND_019461,Hyundai,Sonata
C_CND_019462,Mitsubishi,3000GT
C_CND_019463,Mitsubishi,Montero Sport
C_CND_019464,Lexus,ES300
C_CND_019465,Mitsubishi,Diamante
C_CND_019466,Honda,Civic
C_CND_019467,Jeep,Grand Cherokee
C_CND_019468,Pontiac,Grand Am
C_CND_019469,Buick,Park Avenue
C_CND_019470,Mitsubishi,3000GT
C_CND_019471,Jeep,Wrangler
C_CND_019472,BMW,528i
C_CND_019473,Toyota,Celica
C_CND_019474,Volvo,C70
C_CND_019475,Acura,TL
C_CND_019476,Lexus,LX470
C_CND_019477,Mitsubishi,Diamante
C_CND_019478,Mercedes-B,CLK Coupe
C_CND_019479,Cadillac,Eldorado
C_CND_019480,Buick,LeSabre
C_CND_019481,Porsche,Carrera Cabrio
C_CND_019482,Oldsmobile,Silhouette
C_CND_019483,Mercedes-B,SLK230
C_CND_019484,Ford,Focus
C_CND_019485,Nissan,Maxima
C_CND_019486,Lexus,GS400
C_CND_019487,Mitsubishi,Montero Sport
C_CND_019488,Volkswagen,Cabrio
C_CND_019489,Subaru,Forester
C_CND_019490,Nissan,Maxima
C_CND_019491,Dodge,Caravan
C_CND_019492,Mercedes-B,M-Class
C_CND_019493,Volkswagen,Golf
C_CND_019494,Nissan,Quest
C_CND_019495,Volkswagen,Golf
C_CND_019496,Oldsmobile,Silhouette
C_CND_019497,Toyota,RAV4
C_CND_019498,Dodge,Durango
C_CND_019499,Lincoln,Continental
C_CND_019500,Mitsubishi,Diamante
C_CND_019501,Toyota,Celica
C_CND_019502,Oldsmobile,Silhouette
C_CND_019503,Toyota,Celica
C_CND_019504,Chevrolet,Camaro
C_CND_019505,Ford,Taurus
C_CND_019506,Oldsmobile,Aurora
C_CND_019507,Volkswagen,Beetle
C_CND_019508,Mercury,Cougar
C_CND_019509,Chevrolet,Lumina
C_CND_019510,Chevrolet,Prizm
C_CND_019511,Audi,A6
C_CND_019512,Honda,Civic
C_CND_019513,BMW,528i
C_CND_019514,Oldsmobile,Silhouette
C_CND_019515,Lexus,LS400
C_CND_019516,Cadillac,Eldorado
C_CND_019517,Toyota,RAV4
C_CND_019518,Mercury,Villager
C_CND_019519,Jaguar,S-Type
C_CND_019520,Mercedes-B,SLK
C_CND_019521,Mitsubishi,3000GT
C_CND_019522,BMW,528i
C_CND_019523,Chevrolet,Prizm
C_CND_019524,Chrysler,300M
C_CND_019525,Volkswagen,Passat
C_CND_019526,Volkswagen,Passat
C_CND_019527,Cadillac,Eldorado
C_CND_019528,Cadillac,Seville
C_CND_019529,Volvo,S40
C_CND_019530,Lincoln,Navigator
C_CND_019531,Ford,Taurus
C_CND_019532,Oldsmobile,Aurora
C_CND_019533,Volvo,S70
C_CND_019534,Mercury,Cougar
C_CND_019535,Chevrolet,Lumina
C_CND_019536,Volkswagen,Beetle
C_CND_019537,Audi,A6
C_CND_019538,Cadillac,Eldorado
C_CND_019539,Pontiac,Sunfire
C_CND_019540,Buick,Regal
C_CND_019541,Lexus,ES300
C_CND_019542,Plymouth,Breeze
C_CND_019543,Volkswagen,Beetle
C_CND_019544,Audi,A8
C_CND_019545,Volkswagen,Passat
C_CND_019546,Audi,A6
C_CND_019547,Volvo,C70
C_CND_019548,Dodge,Ram Wagon
C_CND_019549,Volvo,C70
C_CND_019550,Ford,Explorer
C_CND_019551,Buick,Park Avenue
C_CND_019552,Pontiac,Sunfire
C_CND_019553,Volvo,S40
C_CND_019554,Chrysler,Sebring Coupe
C_CND_019555,Volvo,V70
C_CND_019556,Honda,Passport
C_CND_019557,Mercury,Grand Marquis
C_CND_019558,Volkswagen,Jetta
C_CND_019559,Jaguar,S-Type
C_CND_019560,Chevrolet,Monte Carlo
C_CND_019561,Cadillac,Eldorado
C_CND_019562,Pontiac,Sunfire
C_CND_019563,Buick,Regal
C_CND_019564,Audi,A6
C_CND_019565,Toyota,Tacoma
C_CND_019566,Acura,RL
C_CND_019567,Volvo,S70
C_CND_019568,Buick,Regal
C_CND_019569,Oldsmobile,Intrigue
C_CND_019570,Mercedes-B,SLK
C_CND_019571,Nissan,Frontier
C_CND_019572,Ford,Contour
C_CND_019573,Mercedes-B,S-Class
C_CND_019574,Chevrolet,Malibu
C_CND_019575,Chevrolet,Corvette
C_CND_019576,Toyota,RAV4
C_CND_019577,Ford,Focus
C_CND_019578,Plymouth,Prowler
C_CND_019579,Toyota,Camry
C_CND_019580,Buick,Park Avenue
C_CND_019581,Audi,A6
C_CND_019582,Subaru,Forester
C_CND_019583,Acura,RL
C_CND_019584,Volkswagen,Beetle
C_CND_019585,Buick,Regal
C_CND_019586,Oldsmobile,Intrigue
C_CND_019587,Mercedes-B,SLK
C_CND_019588,Buick,Park Avenue
C_CND_019589,Lexus,LS400
C_CND_019590,Toyota,Sienna
C_CND_019591,Jeep,Wrangler
C_CND_019592,Porsche,Boxter
C_CND_019593,Mercedes-B,SLK
C_CND_019594,Plymouth,Prowler
C_CND_019595,Subaru,Outback
C_CND_019596,Honda,Accord
C_CND_019597,BMW,328i
C_CND_019598,Pontiac,Sunfire
C_CND_019599,Acura,TL
C_CND_019600,Mitsubishi,Galant
C_CND_019601,Infiniti,I30
C_CND_019602,Ford,Escort
C_CND_019603,Acura,RL
C_CND_019604,Toyota,Tacoma
C_CND_019605,Mercury,Grand Marquis
C_CND_019606,BMW,323i
C_CND_019607,Mercury,Mountaineer
C_CND_019608,Chrysler,LHS
C_CND_019609,Cadillac,Eldorado
C_CND_019610,Chevrolet,Monte Carlo
C_CND_019611,Saturn,SL
C_CND_019612,Honda,Passport
C_CND_019613,Saturn,LW
C_CND_019614,Jaguar,S-Type
C_CND_019615,Toyota,Sienna
C_CND_019616,Volkswagen,Cabrio
C_CND_019617,Buick,Park Avenue
C_CND_019618,BMW,528i
C_CND_019619,Saab,3-Sep
C_CND_019620,Buick,Park Avenue
C_CND_019621,Lexus,LS400
C_CND_019622,Toyota,Sienna
C_CND_019623,Jeep,Wrangler
C_CND_019624,Porsche,Boxter
C_CND_019625,Mercedes-B,SLK
C_CND_019626,Mercury,Sable
C_CND_019627,Acura,TL
C_CND_019628,Volvo,C70
C_CND_019629,Mercedes-B,S-Class
C_CND_019630,Chrysler,Concorde
C_CND_019631,Oldsmobile,Intrigue
C_CND_019632,Dodge,Dakota
C_CND_019633,Ford,Crown Victoria
C_CND_019634,Mercedes-B,C-Class
C_CND_019635,Dodge,Ram Pickup
C_CND_019636,Dodge,Viper
C_CND_019637,Mercedes-B,M-Class
C_CND_019638,Toyota,Corolla
C_CND_019639,Honda,CR-V
C_CND_019640,Toyota,Corolla
C_CND_019641,Dodge,Ram Pickup
C_CND_019642,Nissan,Pathfinder
C_CND_019643,Plymouth,Prowler
C_CND_019644,Saturn,LW
C_CND_019645,Volkswagen,GTI
C_CND_019646,Mercury,Sable
C_CND_019647,Nissan,Sentra
C_CND_019648,Ford,Crown Victoria
C_CND_019649,Saturn,SC
